recipe_title,ingredients,instructions
Moong Dal Idli & Dosa Batter Recipe,Yellow Moong Dal (Split)|Methi Seeds (Fenugreek Seeds)|Salt,"To begin making the Moong Dal Idli and Dosa Recipe, first we will soak the dal and rice.|In a bowl soak the moong dal and the methi seeds together. In another bowl, soak the rice. Soak them for at least 6 hours or overnight.|Once soaked, you can grind them. Into a mixer grinder, add the soaked moong dal and methi seeds. Add little water at a time and grind to make a thick flowing batter.|Transfer the ground moong dal into a large bowl. In the same mixer grinder, add the rice and add just little water at a time and make thick batter. Transfer the rice into the same bowl as the moong dal.|Add the salt and stir well to combine. Cover the bowl and ferment for 8 hours/ overnight. |Once fermented, give it a stir gently. You can make idli the first day when batter is fresh with air pockets. |Refrigerate the Moong dal Idli and Dosa batter in an airtight container for 4 to 5 days and use it as required.|Apart from making Idli and Dosa from the Moong dal Idli and Dosa batter, you can make |, |, | and so much more."
Besan Arbi Roast Recipe - Spicy Colocasia Stir Fry,Colocasia root (Arbi)|Gram flour (besan)|Red Chilli powder|Coriander Powder (Dhania)|Turmeric powder (Haldi)|Amchur (Dry Mango Powder)|Cumin powder (Jeera)|Salt|Asafoetida (hing)|Sunflower Oil|Sunflower Oil|Ajwain (Carom seeds)|Cumin seeds (Jeera)|Green Chilli|Lemon juice|Coriander (Dhania) Leaves,"To begin making the Besan Arbi Roast Recipe, scrub the arbi to get rid of mud and dirt. Pressure cook the arbi with little water and a pinch of salt for 1 whistle (do not over cook). After the first whistle, turn off the heat. Once the pressure releases, open the cooker. |Peel the skin off and cut them into half lengthwise and place it in a large mixing bowl.|In a wide plate mix besan, red chili powder, coriander powder, salt, turmeric powder, amchur powder, roasted cumin powder.|Add this spice powder like the turmeric powder, coriander powder, red chilli powder, amchur powder and cumin powder to the cut arbi and toss to coat well. |Heat 2 tablespoons of oil in a |, add the besan arbi in small batches and roast until golden brown in color on all sides. Do this in 2 to 3 batches, add oil as the pan gets dry. Drain the roasted arbi on kitchen towel and place it in a serving platter.|In another pan add 1 teaspoon of oil. Add cumin seeds, carom seeds and finely chopped green chilies and saute for 10 seconds. Add this to the Besan Arbi and toss gently.  |Sprinkle some coriander leaves and lemon juice on top of the besan arbi and serve.|Serve Besan Arbi Roast Recipe with | and | for lunch."
Banana Digestive Pudding Recipe With Pistachios ,Ripe Bananas|Hung Curd (Greek Yogurt)|Honey|Multigrain Digestive Oat Biscuits|Pistachios,"To begin making Banana Digestive Pudding Recipe With Pistachios, combine the mashed bananas, hung curd and honey in a bowl.|To assemble the Banana Digestive Pudding Recipe With Pistachios, take a jar of your choice and add crushed NutriChoice Diabetic friendly essentials Oats cookies at the bottom of the jar.|Next spoon the banana pudding on top of the cookie crumbles and add chopped pistachio nuts on the top.|Refrigerate for two hours before serving the Banana Digestive Pudding Recipe With Pistachios.|Serve Banana Digestive Pudding Recipe With Pistachios Recipe along with | or pack it as a snack along with a lunch box menu of |, | and |."
Japanese Senbei Recipe- Rice Crackers In Indian Flavours,Bay leaves (tej patta)|Cloves (Laung)|Cardamom (Elaichi) Pods/Seeds|Star anise|Cinnamon Stick (Dalchini)|Mace (Javitri)|Cumin seeds (Jeera)|Kalonji (Onion Nigella Seeds)|Coriander Powder (Dhania)|Kashmiri Red Chilli Powder|Rice flour|Cooked rice|Butter (unsalted)|Ginger|Garlic|Salt|Water,"To begin making the Japanese Senbei Recipe- Rice Crackers In Indian Flavours, heat butter in a thick bottomed vessel, on a low heat. Once the butter becomes warm add all the whole spices like the bay leaves, star anise, cardamom, Kalonji, cinnamon and cumin and saute till the aromas are released.|Once done mix in the ground spices like coriander powder, chilli powder and the garam masala along with the ginger and garlic and fry for a few seconds stirring continuously. Do not let the spices burn.Turn off the heat and close with a lid and let this spicy mix rest for about half an hour.|After the resting period we will continue to make the senbei ,In a large mixing bowl sift the salt and rice flour together.|Remove the bay leaf, cardamom peels, cloves,mace and cinnamon stick from the spicy butter.|Mix in the cooked rice and sifted rice flour to the spicy butter and bring the mixture together. Knead into a firm dough. You may add water if needed. This depends on how moist or dry your cooked rice is.|Preheat the oven at 180 degrees for 10 minutes.|Roll out the Senbei Rice Crackers dough and cut out desired shapes.|Place on a baking tray lined with parchment paper.|Bake at 150 degrees for 10 minutes. Flip the Senbei and continue to cook for another 5 minutes till the rice crackers turn light brown and crisp.|Allow the Senbei Rice Crackers to cool and store in an airtight jar once completely cooled.|Serve Japanese Senbei Recipe- Rice Crackers In Indian Flavours as a party appetizer with dips like | or |. You you can sever Senbei with a cup of | for a tea time snack."
Refreshing Sweet Lime Soda Recipe,Sugar|Lemon juice|Water|Aerated water (Soda Water)|Cumin (Jeera) seeds|Black Salt (Kala Namak)|Black pepper powder|Mint Leaves (Pudina)|Ice cubes,"To begin making the Refreshing Sweet Lime Soda Recipe, in a big bowl, add Lemon Juice, Water, Sugar, Jeera Powder, Black Pepper Powder and mix everything properly.|Continue mixing until the sugar dissolves properly. |Meanwhile, in a glass add Ice Cubes, Pudina Leaves, Lemon Juice Mixture and Soda. Mix everything properly and serve chilled. |Serve Sweet Lime Soda Recipe along with | for your evening snacks."
Poppetjes Recipe - Sweet Puffy Wheat Dumpling Recipe,Whole Wheat Flour|Sooji (Semolina/ Rava)|Coconut milk|Vanilla Extract|Raisins|Badam (Almond)|Cardamom (Elaichi) Pods/Seeds|Nutmeg powder|Cinnamon Powder (Dalchini)|Sugar|Water|Salt|Sunflower Oil,"To begin making the Poppetjes Recipe -  Sweet Puffy Wheat Dumpling Recipe mix the dry ingredients such as the wheat flour and the rava with toddy. Mix the ingredients to a smooth, medium thickness, porridge consistency. Set it aside to ferment for about 1 hour.|Once it is fermented mix the raisins, powdered almond, nutmeg and cinnamon and a pinch of salt. Mix thoroughly. You can add a little water if the batter has become thick. |Heat the| with little oil in each hollow holes. Once it is heated, add a tablespoon of the batter in each cavity. Cook for about 3 minutes on each side. |Meanwhile, heat a|with sugar and water, add a cardamom for extra flavor in the syrup, let it thicken.|Once the poppetjes are cooked dip them in the hot sugar syrup for 10 seconds and take them out.|Serve the Poppetjes Recipe - Sweet Puffy Wheat Dumpling Recipe for a tea time snack along with "
एप्पल कुकुम्बर सलाद रेसिपी - Apple Cucumber Salad Recipe,सेब|ककड़ी|पुदीना|नमक|पूरी काली मिर्च|शहद |निम्बू का रस,"एप्पल कुकुम्बर सलाद रेसिपी बनाने के लिए एक मिक्सिंग बाउल में सेब, शहद, निम्बू का रस, काली मिर्च, नमक डाले और मिला ले.|अब इसमें पुदीने के पत्ते डाले और फिर से मिला ले. परोसे। |एप्पल कुकुम्बर सलाद रेसिपी को लेमन कोरिएंडर सूप और ब्रोकली पनीर मेयो सैंडविच के साथ परोसे।"
भेल पूरी रेसिपी - Bhel Puri Recipe,मुरमुरा|सेव|पपड़ी पूरी|प्याज|टमाटर|हरी मिर्च|ककड़ी|आलू|अनारदाना पाउडर|कच्चा आम|मूंगफली|हरी चटनी|इमली की चटनी|चाट मसाला पाउडर|नमक|हरा धनिया,"भेल पूरी रेसिपी बनाने के लिए सबसे पहले सारी सामग्री तैयार कर. हरी और इमली की चटनी बनाए और अलग से रख दे. |अब एक बड़े मिक्सिंग बाउल मुरमुरा, पापड़ी पूरी, अनारदाना पाउडर, मूंगफली, चाट मसाला पाउडर, नमक डाले और अच्छी तरह से मिला ले.|अब इसमें प्याज, टमाटर, हरी मिर्च, ककड़ी, आलू, हरा धनिया डाले और फिर से मिला ले. अच्छी तरह से मिलाने के बाद इसमें हरी चटनी और मीठी चटनी डाले। मिलाए और सेव से गार्निश करें। परोसे। |भेल पूरी रेसिपी को अपने शाम के नाश्ते के लिए |और |के साथ परोसे।"
Sweet Lime Soda Recipe,Lemon juice|Sugar|Water|Aerated water (Soda Water)|Cumin powder (Jeera)|Black Salt (Kala Namak)|Black pepper powder|Mint Leaves (Pudina)|Ice cubes,"To begin making Sweet Lime Soda Recipe, keep all the ingredients handy.|Take a mixing bowl, add water, lemon juice, cumin powder, black pepper powder, and black salt. Mix.|Add sugar and stir till dissolved, for a quicker version, you can even add powdered sugar.|Once sugar is dissolved, add soda, mint leaves and ice cubes. Serve immediately.|Serve Sweet Lime Soda Recipe with | and | during evening."
Beetroot Garlic Lemon Rasam Recipe,Beetroot|Water|Salt|Black pepper powder|Cumin seeds (Jeera)|Coriander (Dhania) Seeds|Dry Red Chillies|Garlic|Coriander (Dhania) Leaves|Curry leaves|Coriander (Dhania) Leaves|Oil|Mustard seeds (Rai/ Kadugu)|Cumin seeds (Jeera)|Dry Red Chilli|Asafoetida (hing)|Salt|Garlic|Coriander (Dhania) Leaves,"To begin making the Beetroot Rasam Recipe, first we need to cook the beetroot..|Add the beetroot pieces along with 1/4 cup of water , in a pressure cooker. Place the cooker on the heat and allow it to cook for two whistles. Then turn the heat off and allow the pressure to release naturally.|Combine the black pepper, cumin seeds, coriander seeds, red chilies, garlic pods, coriander, curry leaves into a blender and blend into a coarse mixture.|Transfer it to a heavy bottomed pot or saucepan. Add the beetroot along with the water it was cooked in and bring it to a brisk boil.|This may take around 10 to 12 minutes till it turns frothy on the sides. Turn off the heat.|Place a tadka pan on the heat, melt some ghee in it. Then, add the mustard seeds, cumin seeds, pinch of asafoetida, red chilli,  crushed garlic and a  few curry leaves. Allow  the curry leaves and the seeds to splutter. Turn off the heat.|Transfer the tempering over the prepared Beetroot Garlic Lemon Rasam Recipe, garnish with coriander and squeeze some lemon juice.|Serve this Beetroot Garlic Lemon Rasam with hot | and | for a comforting home meal."
Konkani Style Phanna Doddak Recipe-Tempered Dosa Recipe,White Urad Dal (Split)|Sooji (Semolina/ Rava)|Ginger|Green Chilli|Salt|Curry leaves|Mustard seeds|Sunflower Oil,"To begin making Phanna Doddak Recipe, wash and soak the split urad dal for 30 minutes.|After half an hour add the urad dal to a mixer grinder and grind the soaked urad dal along with green chillies and ginger to a smooth paste with just enough water.|Take the urad dal mixture into a big bowl, add the rice semolina to this and mix well.|Season with salt and add water to make a thick dosa batter.|To prepare the Phanna Doddak, heat a skillet on medium heat.|Add a teaspoon of oil, mustard seeds and few curry leaves and let it splutter.|Pour a ladle of the prepared batter over the tadka without spreading it much and let it cook for 2 minutes.|Flip over and cook on the other side for another 2 minutes and remove Phanna Doddak into a serving plate.|Likewise, prepare the rest of the dosas.|Serve the Phanna Doddak Recipe along with | or | and hot filter coffee for the breakfast or pack for kids lunch box."
Chatpati Chana Dal Chaat Recipe ,Chana dal (Bengal Gram Dal)|Green Chilli|Onion|Tomato|Black Salt (Kala Namak)|Red Chilli powder|Chaat Masala Powder|Lemon|Coriander (Dhania) Leaves|Sunflower Oil,"To begin making the  Chatpati Chana Dal Chaat Recipe, take the washed and soaked chana dal, drain the excess water and spread it on a kitchen towel to dry completely.|Once dry, place the chana in a small bowl and add in the red chilli powder and black salt to it. Keep this aside for a few minutes. |Preheat the oven at 160 C. Spread the chana dal on a baking sheet and place it in the oven to roast until it is crisp and golden browned. Do make sure to keep stirring it occasionally as it's roasting in the oven. This takes about 30 to 40 minutes depending on the oven you have.|Once roasted, remove from the oven and allow it to cool. Place the chana dal in a large mixing bowl, combine it with the remaining ingredients like the green chillies, onions, coriander leaves, tomatoes, lemon juice and salt to taste. Adjust the salt and spice levels according to taste and serve.|Serve Chatpati Chana Dal Chaat Recipe with | for a tea time snack."
Adrak Chai Recipe - Indian Style Ginger Tea,Water|Milk|Loose leaf tea|Ginger|Sugar,"To begin making the Adrak Chai Recipe - Indian Style Ginger Tea, warm milk and keep aside. |In a saucepan bring two cups of water and the grated ginger to a boil. Allow it to boil for a few minutes so the water gets flavored with flavours of ginger.|Add in the tea leaves and allow the tea mixture to come to a boil and let it simmer for about a minute.|Turn off the heat, cover the pan and allow the tea to brew for a few minutes. Pour in the warm milk and give the tea a stir.|Using a small strainer filter the adrak chai into individual cups or a teapot. Stir in the sugar to taste.|Serve the Adrak Chai along with a | for a tea time snack."
केरला स्टाइल टमाटर फ्राई रेसिपी - Kerala Style Tomato Fry Recipe,टमाटर|तेल|राइ|सुखी लाल मिर्च|कढ़ी पत्ता|प्याज|अदरक लहसुन का पेस्ट|हरी मिर्च|कश्मीरी लाल मिर्च पाउडर|हल्दी पाउडर|नमक|हरा धनिया,"केरला स्टाइल टमाटर फ्राई रेसिपी बनाने के लिए सबसे पहले एक कड़ाही में तेल गरम कर ले. इसमें राइ, सुखी लाल मिर्च डाले और राइ को तड़कने दे.|राइ के तड़कने के बाद इसमें कढ़ी पत्ता, हरी मिर्च, प्याज डाले और 1 मिनट के लिए पका ले.  1 मिनट के बाद इसमें अदरक लहसुन का पेस्ट डाले और 1 मिनट के लिए पका ले.|अब इसमें कश्मीरी लाल मिर्च पाउडर, हल्दी पाउडर, टमाटर डाले और टमाटर के नरम होने तक पका ले. नमक डाले और 1 मिनट के लिए और पका ले. हरे धनिए से गार्निश करें और परोसे। |केरला स्टाइल टमाटर फ्राई रेसिपी को |, | और फ़िल्टर कॉफ़ी के साथ सुबह के नाश्ते के लिए परोसे।"
"Broccoli, Paneer & Peanut Sandwich Recipe ",Broccoli|Roasted Peanuts (Moongphali)|Garlic|Black pepper powder|Salt|Sunflower Oil,"To begin making the Broccoli, Paneer & Peanut Sandwich Recipe, in a mixing bowl, add the broccoli florets and pour 1 cup of boiling hot water over it and let it sit. |Heat oil in a skillet on medium heat, add garlic and saute until it turns light brown in colour. This will take about a minute or so.|Once the garlic has turned golden brown, drain the water from the broccoli and add it to the pan, stir fry for a couple of minutes. Do not overcook as broccoli loses its nutrition when overcooked. |To the cooked broccoli, add crumbled paneer, salt, pepper powder, sichuan sauce and saute until the ingredients are well combined.|Once done turn off the heat, mix in the toasted peanut and keep aside to cool. |Preheat the sandwich maker.|Apply butter on either side of the bread slices. On one of the slice add the Broccoli, Paneer & Peanut stuffing and cover it with the other bread slice to make a sandwich. |Toast Broccoli, Paneer & Peanut Sandwich in a sandwich maker until golden brown. Once done transfer the Broccoli, Paneer & Peanut Sandwich from the sandwich maker and into a serving plate. |Slice the Broccoli, Paneer & Peanut Sandwich diagonally and serve. |Serve Broccoli, Paneer & Peanut Sandwich Recipe along with a |or a freshly squeezed | for a delectable breakfast option."
Sindhi Koki Recipe-Masala Roti With Onions And Green Chillies,Whole Wheat Flour|Onion|Cumin seeds (Jeera)|Dried Anardana Seeds (Pomegranate Seeds Dried)|Green Chillies|Salt|Coriander (Dhania) Leaves|Water|Oil,"To begin making Sindhi Koki Recipe attach the atta kneading blade into the Zodiac Master Chef Jar.|Once done add whole wheat flour, cumin seeds,crushed  anardana, onions, green chillies, coriander leaves and salt to taste. |Close the jar and turn on the atta kneading function. Add little water at a time from the nozzle until you notice the dough coming together. Towards the end when the dough has come together drizzle a little oil. Run the food processor until the dough comes away from the sides of the jar. |Transfer the masala roti dough into a bowl. If the dough is sticky then add a little more flour and knead for a minute. Add 1 tsp oil and knead again until the dough is smooth.|Divide the dough into large lemon size portions. You will get 8 to 9 portions. |Preheat a skillet on medium heat. If you are using a cast iron skillet, then grease the skillet well and allow it to preheat.|Shape each dough portion into a round ball, press it between the palm of your hands.|Dust the dough in flour and roll it into a 5 inch diameter circle. |Place the rolled koki roti on the preheated skillet. Cook for a few seconds and flip.|Drizzle ghee and cook the koki roti. Keep pressing and cooking until golden and lightly crips. |Transfer the Sindhi Koki  into a serving plate and serve. |Serve the Sindhi Koki Recipe along with | and | for a wholesome lunch. "
मूंगफली चटनी पोड़ी रेसिपी - Peanut Chutney Podi Recipe,मूंगफली|सुखी लाल मिर्च|लहसुन|जीरा|धनिये के बीज|कढ़ी पत्ता|इमली|नमक,"मूंगफली चटनी पोड़ी रेसिपी बनाने के लिए सबसे पहले एक कढ़ाई को गरम करें। इसमें सुखी लाल मिर्च, जीरा, धनिये के बीज डाले और 2 मिनट के लिए सेक ले. |अब इसमें लहसुन, कढ़ी पत्ता डाले और कढ़ी पत्ता के कुरकुरा होने तक पका ले. ठंडा होने के लिए अलग से रख ले. |ठंडा होने के बाद यह साड़ी सामग्री एक मिक्सर ग्राइंडर में इमली, मूंगफली के साथ डाले और पीस ले. पाउडर बना ले. ध्यान रखें एकदम बारीक पाउडर न बनाए। इसे कंटेनर में डाले और स्टोर करें। |मूंगफली चटनी पोड़ी रेसिपी को घी रोस्ट डोसा, | और फ़िल्टर कॉफी के साथ सुबह के नाश्ते के लिए परोसे।"
Pesto and Tangy Tomato Whirls with Hints of Garlic ,All Purpose Flour (Maida)|Sugar|Baking powder|Salt|Water|Milk|Basil leaves|Garlic|Extra Virgin Olive Oil|Black pepper powder|Salt|Tomatoes|Garlic|Onion|Tomato Ketchup|Black pepper powder|Salt|Parsley leaves|Britannia Cheese Block,"To begin making the Pesto and Tangy Tomato Whirls with Hints of Garlic, prep up all the ingredients first.|To make the dough, warm water slightly and mix sugar in it. Sprinkle Yeast. Mix it lightly. Cover it and put it in a warm place for 15 minutes.|Once the yeast is active and the mixture becomes frothy, mix it with flour, along with baking powder and salt, and knead to make the dough. Knead it for at least 10 minutes.|Brush the dough with olive oil and keep it in a warm place for at least 45 minutes till the doubles in size.|Now knead it lightly once more and keep it away for 10 more minutes. Dough is ready to go|While the dough us proofing make the pesto filling|Add the basil leaves, garlic, salt, pepper and olive oil into a mixer grinder and grind till smooth and keep aside. Add olive oil little at a time to grind the pesto.Adding olive oil slowly while grinding gives it a smooth texture and oil don't separate.|Boil the tomatoes till soft in a large pot of water. Once the tomatoes are soft remove and allow to cool. Once cooled puree the tomatoes and keep aside.|Heat a pan and add butter and garlic, saute till garlic is golden brown. Once done add finely chopped onions and saute till cooked and soft.|After the onions are soft add the pureed tomatoes. Keep stirring till the mixture comes to a boil.|Once done sprinkle sugar, black pepper powder, and salt. Add tomato ketchup. Mix well and keep aside for tangy tomato sauce.|After the dough has doubled in size divide the dough into 2 equal parts. Take one part and roll it out evenly in a big circle. Spread the pesto mixture evenly all over the rolled dough till pesto is used up. Add grated cheese evenly.|Start rolling out the dough from one end. Cut about 12 slices from the dough.|Repeat the same procedure with the second part of the dough for tangy tomato whirls.|Arrange all the whirls on a baking tray at about equal distance from each other. Cover it with a warm cloth and let it rest for 30 minutes. Dough will again rise and takes it shape.|Meanwhile, preheat your | to 180 degrees.|Put the baking tray in the oven and brush with milk and butter for about every 5 minutes. This will add the glaze on the whirls.|Bake for 20 minutes of till done.|Once done, take Pesto and Tangy Tomato Whirls with Hints of Garlic out and arrange on a serving dish. Sprinkle freshly chopped parsley and serve them hot.|Serve Pesto and Tangy Tomato Whirls with Hints of Garlic along with |for a weeknight dinner."
Thakkali Vengaya Sambar Recipe - Tomato Onion Sambar,Arhar dal (Split Toor Dal)|Pearl onions (Sambar Onions)|Tomatoes|Salt|Mustard seeds|Asafoetida (hing)|Curry leaves|Dry Red Chillies|Sesame (Gingelly) Oil|Coriander (Dhania) Leaves,"To begin making the Thakkali Vengaya Sambar Recipe, wash toor dal and soak in water for 10 minutes. Transfer soaked toor dal to a pressure cooker, add 2 cups of water.|Pressure cook the dal for 3-4 whistles and let the pressure release naturally.|Open the lid, scoop out the cooked dal into a bowl. With the help of a potato masher mash the dal and keep aside. |In a same pressure cooker, add the onions and tomatoes along with tamarind extract, sambar powder, salt and 1/4 cup of water. |Close the lid and pressure for two whistles over the medium heat. |After two whistles turn off the heat. Allow the steam to release naturally from the pressure cooker. Open the lid once the steam is released.|If you are not using the pressure cooker method - Heat oil in a saucepan, saute the smalls onions until tender and the sweet aroma is released.|Add the tomatoes, the sambar powder, tamarind extract and 1/4 cup of water and simmer until the tomatoes are tender for about 10 minutes. |Now mix the cooked toor dal with the onion tamarind sambar curry. Stir to combine and transfer to a large saucepan.|Meanwhile, to temper the Tomato Onion Sambar, heat oil in a small pan, add mustard seeds.|Once mustard seeds start crackling add asafoetida powder, curry leaves and red chilli. Saute till the curry leaves turn crips. Turn off the heat and pour the seasoning into the sambar.|Place the Tomato Onion Sambar over medium-high heat and bring the sambar to a boil. Turn the heat to low and allow the sambar to simmer for about 5 minutes, stirring in between. |If the Tomato Onion Sambar is too thick, add a little water to get the right consistency and simmer. Taste the seasoning and adjust to suit your taste.|Garnish the Tomato Onion Sambar with chopped coriander leaves and serve hot. |Serve Tomato Onion Sambar along with | and | for a weekday lunch or dinner."
Afghani Dhoog Recipe - Cucumber Mint Buttermilk/ Chaas,Mint Leaves (Pudina)|Cucumber|Cumin powder (Jeera)|Salt|Ice cubes,"To begin making the Afghani Dhoog Recipe - Cucumber Mint Buttermilk/ Chaas into the preethi zodiac blender tall jar add yogurt, mint leaves, cucumber, cumin, ice cubes and salt to taste.|Turn on the puree function and blent to make a smooth drink. |Pour the Afghani Dhoog into serving glass and serve chilled.|Serve this Afghani Dhoog Recipe - Cucumber Mint Buttermilk/ Chaas with | and | for lunch."
Rose Lassi Recipe,Chilled water|Sugar|Rose syrup|Ice cubes|Pistachios,"To begin making the Rose Lassi Recipe, into the Preethi Zodiac blender tall jar add the yogurt, chilled water, rose syrup, sugar and a few ice cubes. Turn on the puree mode and blend to make a smooth lassi.|Check sugar and add more if required.|Transfer the Rose Lassi into serving glass and sprinkle chopped pistachios on the top and serve chilled. |Serve Rose Lassi during the Holi festival or any special occasion with | and |to your friends and family. "
Sindhi Style Chicken Curry Recipe Using Preethi Electric Pressure Cooker,Chicken|Black cardamom (Badi Elaichi)|Bay leaf (tej patta)|Cinnamon stick|Cardamom (Elaichi) Pods/Seeds|Cloves (Laung)|Onions|Green Chillies|Ginger|Garlic|Tomatoes|Turmeric powder (Haldi)|Red Chilli powder|Coriander (Dhania) Powder|Coriander Powder (Dhania)|Salt|Coriander (Dhania) Leaves|Sunflower Oil,"To begin making the Sindhi Style Chicken Curry recipe, preheat the pan of the Electric pressure cooker by turning on the saute mode. |To choose the Saute mode in the pressure cooker press the Menu Option and keep pressing the plus button till you reach P-15 which is the Saute Mode.|Allow the pan to preheat for about 4 minutes. Once done add oil. After the oil is hot add the whole spices like the badi elaichi, green cardamom, cloves, bayleaf and saute till the aromas are released. |Once done add the chopped onions, ginger, garlic and green chillies. Saute till the onions soften and turn golden brown in colour. |After the onions have become golden brown in colour add the tomatoes, turmeric powder, chili powder, coriander powder and garam masala powder. Mix well to combine and cook till tomatoes soften. |Once the tomatoes have become soft and mushy add the chicken and saute for about 5 minutes. After 5 minutes add curd, salt to taste and about 1/2 cup of water. Stir well to combine. Cover the pressure cooker and move the Pressure Valve in the ""pressure position"". Press keep warm on the electric pressure cooker, then press menu button.|Keep pressing the plus sign button till you reach P-13 which is the chicken mode. The timer would run for 16 minutes. |After the time is up the electric cooker will go into the ""OH"" mode, which indicate the cooking is complete. |Allow the pressure to release naturally from the Electric pressure cooker till the red nozzle goes down. Open the pressure cooker and stir in some chopped coriander leaves. |Transfer the Sindhi Style Chicken Curry into a serving bowl and serve.  |Serve Sindhi Style Chicken Curry along with | or |and | for a weeknight dinner."
Bajri Methi Na Vada Recipe - Pearl Millet Flour Fritters,Bajra Flour ( Pearl Millet)|Whole Wheat Flour|Red Chilli powder|Coriander Powder (Dhania)|Methi Leaves (Fenugreek Leaves)|Sunflower Oil|Green Chilli|Sesame seeds (Til seeds)|Ajwain (Carom seeds)|Cumin powder (Jeera)|Salt,"To begin making the Bajri Methi Na Vada Recipe, combine both the bajra flour and the whole wheat flour along with the finely chopped fenugreek leaves, red chili powder, coriander powder, salt, green chilli and yogurt in a mixing bowl.|Bring all the ingredients together by rubbing them between your fingers. This will make them combine and it will begin to get lumpy. Add a little water at a time to bring it together, and knead it into a stiff dough. At this stage, be careful not to add too much water at one go, or the dough will have excess moisture.|Set the dough aside in the same mixing bowl and cover it. Let it rest for 15-20 minutes.|In a small bowl combine the cumin seeds, sesame seeds and carom (ajwain) seeds. Set aside till required.|Preheat oil in a kadhai over a medium heat. While the oil is getting warmed up, divide the prepared dough into small marble sized portions.|Take each ball and roll it between your palms to make a smooth ball. Then flatten each ball out with your fingers, into a small disc. Ensure that the edges along the circumference are not cracked.|Sprinkle a pinch of the seeds mixture over the vada and press them gently with your fingers, to embed them into the vada.|Continue this till all the vadas are prepared, lining them up as you go, in preparation to deep fry them.|When the oil is hot enough, add the vadas one by one into the hot oil. Fry them in small batches, taking care not to overcrowd the kathai.|Deep fry till golden and crisp on both the sides. Then, using a slotted spoon, drain the excess oil and transfer them to a plate lined with an kitchen paper to absorb the excess oil.|Serve the Bajri Methi Na Vada along with | and a steaming cup of |to bring an extra crunch to your chai time or chai party."
वन पॉट पंजाबी राजमा मसाला रेसिपी - One Pot Punjabi Rajma Masala Recipe,राजमा|अदरक|लहसुन|प्याज|टमाटर प्यूरी|हल्दी पाउडर|जीरा पाउडर|गरम मसाला पाउडर|इलाइची|दालचीनी|मक्खन|हरा धनिया|तेल|नमक,"वन पॉट राजमा मसाला रेसिपी बनाने के लिए सबसे पहले राजमा को 3 कप पानी में 8 से 10 मिनट के लिए भिगो ले. |अब इलेक्ट्रिक प्रेशर कुकर में सॉटे मोड चालू करें। इसमें प्रयोग अनुसार तेल गरम करें। अब इसमें प्याज, लहसुन, अदरक डाले और प्याज के सुनहर भूरा होने तक पका ले. |अब इसमें टमाटर की प्यूरी, हल्दी पाउडर, जीरा पाउडर, गरम मसाला पाउडर, इलाइची और दालचीनी डाले। 2 मिनट के लिए पका ले. |अब इसमें भिगोया हुआ राजमा पानी के साथ डाले। कुकर को बंद करें और राजमा मोड ऑन कर ले. पक जाने के बाद प्रेशर अपने आप निकलने दे. प्रेशर निकलने के बाद आप देखेंगे की इंडिकेटर डाउन हो गया है. |प्रेशर निकलने के बाद कुकर खोले, बाउल में निकाले और हरे धनिये से गार्निश करें। |वन पॉट पंजाबी राजमा मसाला रेसिपी को चावल और | के साथ रात के खाने के लिए परोसे।"
Stuffed Gobi Ka Paratha - Spiced Cauliflower Flatbread,Cauliflower (gobi)|Onion|Green Chillies|Ginger|Coriander (Dhania) Leaves|Cumin powder (Jeera)|Salt|Flax seeds|Turmeric powder (Haldi)|Sunflower Oil|Whole Wheat Flour|Salt|Sunflower Oil,"To begin making the Stuffed Gobi Ka Paratha, we will get all the ingredients ready and handy by the side. The important step is to make a crumble of the cauliflower. You can either chop the cauliflower with a knife or grate using a grater. But in the method below I will be using a Chopper/ Food Processor.|We will first knead the dough for the paratha. In a |, add the flour and salt. Add water little at a time and knead to make a soft and smooth dough. Once all the flour has come together, drizzle a teaspoon of oil on the top of the dough and knead for another couple of minutes. Cover the dough and we will proceed to make the stuffing for the Gobi Paratha. |To make the stuffing for the Gobi Paratha, add all the ingredients for the stuffing - Cauliflower florets, chopped onions, green chillies, ginger, coriander leaves, flax seeds, cumin powder and salt into a |. Pulse to make a coarse mixture of the gobi stuffing mixture.|Transfer the stuffing to a bowl and check the salt and spices and adjust to suit your taste.|The next step is to cook the Gobi Paratha. There are multiple ways to stuff parathas, but in this recipe, I am going to show you a really simple and fun way to do the stuffed paratha.|Divide the dough portions into medium lemon size balls. Place some flour aside for dusting.|Pat the portion of the dough and dust it in flour. Roll out the dough into a 5 inch diameter circle. Spoon a large portion of the filling and place it on one-half of the circle.|Spread the gobi filling evenly on one-half of the circle and then cover it with the other half to form a half-moon shaped paratha or bring the edges together to the center to make a circular shape. Seal the edges by pinching and pressing it.|Dust the paratha lightly in flour again and roll gently to remove any air pockets. |Roll the paratha, adding very little pressure so the filling stays inside and does not ooze out.|Proceed the same way to fill the remaining Gobi Paratha.|The next step is to cook the paratha on the | Preheat the skillet and then place the rolled out paratha on the skillet.|Flip and cook on both sides until you see small air pockets coming out. Drizzle ghee or oil on the paratha and cook on low to medium heat until the paratha is cooked through and golden brown on both sides.|Once cooked, transfer the paratha to a platter and cook the remaining Gobi Parathas the similar way.|Serve the Gobi Paratha with a | and | for a lovely breakfast."
